Date,Open,High,Low,Close,Volume
03/16/2023,152.16,156.46,151.64,155.85,"76,254,414"
03/15/2023,151.19,153.25,149.92,152.99,"77,167,875"
03/14/2023,151.28,153.4,150.1,152.59,"73,695,891"
03/13/2023,147.81,153.14,147.7,150.47,"84,457,117"
03/10/2023,150.21,150.94,147.61,148.5,"68,572,398"
03/09/2023,153.56,154.54,150.23,150.59,"53,833,578"
03/08/2023,152.81,153.47,151.83,152.87,"47,204,793"
03/07/2023,153.7,154.03,151.13,151.6,"56,182,031"
03/06/2023,153.79,156.3,153.46,153.83,"87,558,031"
03/03/2023,148.05,151.11,147.33,151.03,"70,732,305"
03/02/2023,144.38,146.71,143.9,145.91,"52,279,762"
03/01/2023,146.83,147.23,145.01,145.31,"55,478,992"
02/28/2023,147.05,149.08,146.83,147.41,"50,547,000"
02/27/2023,147.71,149.17,147.45,147.92,"44,998,473"
02/24/2023,147.11,147.19,145.72,146.71,"55,469,609"
02/23/2023,150.09,150.34,147.24,149.4,"48,394,246"
02/22/2023,148.87,149.95,147.16,148.91,"51,011,312"
02/21/2023,150.2,151.3,148.41,148.48,"58,867,230"
02/17/2023,152.35,153.0,150.85,152.55,"59,144,121"
02/16/2023,153.51,156.33,153.35,153.71,"68,167,938"
02/15/2023,153.11,155.5,152.88,155.33,"65,669,250"
02/14/2023,152.12,153.77,150.86,153.2,"61,707,566"
02/13/2023,150.95,154.26,150.92,153.85,"62,199,008"
02/10/2023,149.46,151.34,149.22,151.01,"57,450,711"
02/09/2023,153.78,154.33,150.42,150.87,"56,007,141"
02/08/2023,153.88,154.58,151.17,151.92,"64,120,078"
02/07/2023,150.64,155.23,150.64,154.65,"83,322,555"
02/06/2023,152.58,153.1,150.78,151.73,"69,858,312"
02/03/2023,148.03,157.38,147.83,154.5,"154,357,297"
02/02/2023,148.9,151.18,148.17,150.82,"118,339,000"
02/01/2023,143.97,146.61,141.32,145.43,"77,663,633"
01/31/2023,142.7,144.34,142.28,144.29,"65,874,461"
01/30/2023,144.96,145.55,142.85,143.0,"64,015,273"
01/27/2023,143.16,147.23,143.08,145.93,"70,555,844"
01/26/2023,143.17,144.25,141.9,143.96,"54,105,070"
01/25/2023,140.89,142.43,138.81,141.86,"65,799,352"
01/24/2023,140.31,143.16,140.3,142.53,"66,435,141"
01/23/2023,138.12,143.32,137.9,141.11,"81,760,312"
01/20/2023,135.28,138.02,134.22,137.87,"80,223,633"
01/19/2023,134.08,136.25,133.77,135.27,"58,280,406"
01/18/2023,136.82,138.61,135.03,135.21,"69,672,797"
01/17/2023,134.83,137.29,134.13,135.94,"63,646,633"
01/13/2023,132.03,134.92,131.66,134.76,"57,809,719"
01/12/2023,133.88,134.26,131.44,133.41,"71,379,648"
01/11/2023,131.25,133.51,130.46,133.49,"69,458,953"
01/10/2023,130.26,131.26,128.12,130.73,"63,896,160"
01/09/2023,130.47,133.41,129.89,130.15,"70,790,805"
01/06/2023,126.01,130.29,124.89,129.62,"87,754,719"
01/05/2023,127.13,127.77,124.76,125.02,"80,962,711"
01/04/2023,126.89,128.66,125.08,126.36,"89,113,633"
01/03/2023,130.28,130.9,124.17,125.07,"112,117,508"
12/31/2024,252.44,253.28,249.43,250.42,"39,480,719"
12/30/2024,252.23,253.5,250.75,252.2,"35,557,539"
12/27/2024,257.83,258.7,253.06,255.59,"42,355,320"
12/26/2024,258.19,260.1,257.63,259.02,"27,262,980"
12/24/2024,255.49,258.21,255.29,258.2,"23,234,711"
12/23/2024,254.77,255.65,253.45,255.27,"40,858,770"
12/20/2024,248.04,255.0,245.69,254.49,"147,495,297"
12/19/2024,247.5,252.0,247.09,249.79,"60,882,262"
12/18/2024,252.16,254.28,247.74,248.05,"56,774,102"
12/17/2024,250.08,253.83,249.78,253.48,"51,356,359"
12/16/2024,247.99,251.38,247.65,251.04,"51,694,754"
12/13/2024,247.82,249.29,246.24,248.13,"33,155,289"
12/12/2024,246.89,248.74,245.68,247.96,"32,777,531"
12/11/2024,247.96,250.8,246.26,246.49,"45,205,809"
12/10/2024,246.89,248.21,245.34,247.77,"36,914,809"
12/09/2024,241.83,247.24,241.75,246.75,"44,649,230"
12/06/2024,242.91,244.63,242.08,242.84,"36,870,621"
12/05/2024,243.99,244.54,242.13,243.04,"40,033,879"
12/04/2024,242.87,244.11,241.25,243.01,"44,383,941"
12/03/2024,239.81,242.76,238.9,242.65,"38,861,020"
12/02/2024,237.27,240.79,237.16,239.59,"48,137,102"
11/29/2024,234.81,237.81,233.97,237.33,"28,481,381"
11/27/2024,234.47,235.69,233.81,234.93,"33,498,441"
11/26/2024,233.33,235.57,233.33,235.06,"45,986,191"
11/25/2024,231.46,233.25,229.74,232.87,"90,152,828"
11/22/2024,228.06,230.72,228.06,229.87,"38,168,246"
11/21/2024,228.88,230.16,225.71,228.52,"42,108,328"
11/20/2024,228.06,229.93,225.89,229.0,"35,169,566"
11/19/2024,226.98,230.16,226.66,228.28,"36,211,770"
11/18/2024,225.25,229.74,225.17,228.02,"44,686,020"
11/15/2024,226.4,226.92,224.27,225.0,"47,923,699"
11/14/2024,225.02,228.87,225.0,228.22,"44,923,941"
11/13/2024,224.01,226.65,222.76,225.12,"48,566,219"
11/12/2024,224.55,225.59,223.36,224.23,"40,398,301"
11/11/2024,225.0,225.7,221.5,224.23,"42,005,602"
11/08/2024,227.17,228.66,226.41,226.96,"38,328,820"
11/07/2024,224.63,227.88,224.57,227.48,"42,137,688"
11/06/2024,222.61,226.07,221.19,222.72,"54,561,121"
11/05/2024,221.8,223.95,221.14,223.45,"28,111,340"
11/04/2024,220.99,222.79,219.71,222.01,"44,944,473"
11/01/2024,220.97,225.35,220.27,222.91,"65,276,738"
10/31/2024,229.34,229.83,225.37,225.91,"64,370,090"
10/30/2024,232.61,233.47,229.55,230.1,"47,070,910"
10/29/2024,233.1,234.33,232.32,233.67,"35,417,246"
10/28/2024,233.32,234.73,232.55,233.4,"36,087,129"
10/25/2024,229.74,233.22,229.57,231.41,"38,802,301"
10/24/2024,229.98,230.82,228.41,230.57,"31,109,500"
10/23/2024,234.08,235.14,227.76,230.76,"52,286,980"
10/22/2024,233.89,236.22,232.6,235.86,"38,846,578"
10/21/2024,234.45,236.85,234.45,236.48,"36,254,473"
10/18/2024,236.18,236.18,234.01,235.0,"46,431,473"
10/17/2024,233.43,233.85,230.52,232.15,"32,993,809"
10/16/2024,231.6,232.12,229.84,231.78,"34,082,238"
10/15/2024,233.61,237.49,232.37,233.85,"64,751,367"
10/14/2024,228.7,231.73,228.6,231.3,"39,882,090"
10/11/2024,229.3,229.41,227.34,227.55,"31,759,189"
10/10/2024,227.78,229.5,227.17,229.04,"28,183,539"
10/09/2024,225.23,229.75,224.83,229.54,"33,591,090"
10/08/2024,224.3,225.98,223.25,225.77,"31,855,689"
10/07/2024,224.5,225.69,221.33,221.69,"39,505,352"
10/04/2024,227.9,228.0,224.13,226.8,"37,345,102"
10/03/2024,225.14,226.81,223.32,225.67,"34,044,160"
10/02/2024,225.89,227.37,223.02,226.78,"32,880,609"
10/01/2024,229.52,229.65,223.74,226.21,"63,285,047"
09/30/2024,230.04,233.0,229.65,233.0,"54,793,391"
09/27/2024,228.46,229.52,227.3,227.79,"34,025,969"
09/26/2024,227.3,228.5,225.41,227.52,"36,636,711"
09/25/2024,224.93,227.29,224.02,226.37,"42,308,719"
09/24/2024,228.65,229.35,225.73,227.37,"43,556,070"
09/23/2024,227.34,229.45,225.81,226.47,"54,146,020"
09/20/2024,229.97,233.09,227.62,228.2,"318,679,906"
09/19/2024,224.99,229.82,224.63,228.87,"66,781,320"
09/18/2024,217.55,222.71,217.54,220.69,"59,894,930"
09/17/2024,215.75,216.9,214.5,216.79,"45,519,340"
09/16/2024,216.54,217.22,213.92,216.32,"59,357,434"
09/13/2024,223.58,224.04,221.91,222.5,"36,766,621"
09/12/2024,222.5,223.55,219.82,222.77,"37,498,230"
09/11/2024,221.46,223.09,217.89,222.66,"44,587,070"
09/10/2024,218.92,221.48,216.73,220.11,"51,591,031"
09/09/2024,220.82,221.27,216.71,220.91,"67,179,969"
09/06/2024,223.95,225.24,219.77,220.82,"48,423,008"
09/05/2024,221.63,225.48,221.52,222.38,"36,615,398"
09/04/2024,221.66,221.78,217.48,220.85,"43,840,199"
09/03/2024,228.55,229.0,221.17,222.77,"50,087,200"
08/30/2024,230.19,230.4,227.48,229.0,"52,990,770"
08/29/2024,230.1,232.92,228.88,229.79,"51,906,301"
08/28/2024,227.92,229.86,225.68,226.49,"38,052,168"
08/27/2024,226.0,228.85,224.89,228.03,"35,934,559"
08/26/2024,226.76,227.28,223.89,227.18,"30,602,211"
08/23/2024,225.66,228.22,224.33,226.84,"38,677,246"
08/22/2024,227.79,228.34,223.9,224.53,"43,695,320"
08/21/2024,226.52,227.98,225.05,226.4,"34,765,480"
08/20/2024,225.77,227.17,225.45,226.51,"30,299,029"
08/19/2024,225.72,225.99,223.04,225.89,"40,687,809"
08/16/2024,223.92,226.83,223.65,226.05,"44,340,238"
08/15/2024,224.6,225.35,222.76,224.72,"46,414,008"
08/14/2024,220.57,223.03,219.7,221.72,"41,960,566"
08/13/2024,219.01,221.89,219.01,221.27,"44,155,328"
08/12/2024,216.07,219.51,215.6,217.53,"38,028,090"
08/09/2024,212.1,216.78,211.97,216.24,"42,201,648"
08/08/2024,213.11,214.2,208.83,213.31,"47,161,152"
08/07/2024,206.9,213.64,206.39,209.82,"63,516,422"
08/06/2024,205.3,209.99,201.07,207.23,"69,660,484"
08/05/2024,199.09,213.5,196.0,209.27,"119,548,602"
08/02/2024,219.15,225.6,217.71,219.86,"105,568,602"
08/01/2024,224.37,224.48,217.02,218.36,"62,501,000"
07/31/2024,221.44,223.82,220.63,222.08,"50,036,262"
07/30/2024,219.19,220.33,216.12,218.8,"41,643,840"
07/29/2024,216.96,219.3,215.75,218.24,"36,311,781"
07/26/2024,218.7,219.49,216.01,217.96,"41,601,352"
07/25/2024,218.93,220.85,214.62,217.49,"51,391,199"
07/24/2024,224.0,224.8,217.13,218.54,"61,777,578"
07/23/2024,224.37,226.94,222.68,225.01,"39,960,262"
07/22/2024,227.01,227.78,223.09,223.96,"48,201,840"
07/19/2024,224.82,226.8,223.28,224.31,"49,151,449"
07/18/2024,230.28,230.44,222.27,224.18,"66,034,594"
07/17/2024,229.45,231.46,226.64,228.88,"57,345,879"
07/16/2024,235.0,236.27,232.33,234.82,"43,234,281"
07/15/2024,236.48,237.23,233.09,234.4,"62,631,246"
07/12/2024,228.92,232.64,228.68,230.54,"53,046,527"
07/11/2024,231.39,232.39,225.77,227.57,"64,710,621"
07/10/2024,229.3,233.08,229.25,232.98,"62,627,688"
07/09/2024,227.93,229.4,226.37,228.68,"48,169,820"
07/08/2024,227.09,227.85,223.25,227.82,"59,085,859"
07/05/2024,221.65,226.45,221.65,226.34,"60,412,406"
07/03/2024,220.0,221.55,219.03,221.55,"37,369,801"
07/02/2024,216.15,220.38,215.1,220.27,"58,046,180"
07/01/2024,212.09,217.51,211.92,216.75,"60,402,930"
06/28/2024,215.77,216.07,210.3,210.62,"82,542,719"
06/27/2024,214.69,215.74,212.35,214.1,"49,772,711"
06/26/2024,211.5,214.86,210.64,213.25,"66,213,195"
06/25/2024,209.15,211.38,208.61,209.07,"56,713,871"
06/24/2024,207.72,212.7,206.59,208.14,"80,727,008"
06/21/2024,210.39,211.89,207.11,207.49,"246,421,406"
06/20/2024,213.93,214.24,208.85,209.68,"86,172,445"
06/18/2024,217.59,218.63,213.0,214.29,"79,943,250"
06/17/2024,213.37,218.95,212.72,216.67,"93,728,305"
06/14/2024,213.85,215.17,211.3,212.49,"70,122,750"
06/13/2024,214.74,216.75,211.6,214.24,"97,862,727"
06/12/2024,207.37,220.2,206.9,213.07,"198,134,297"
06/11/2024,193.65,207.16,193.63,207.15,"172,373,297"
06/10/2024,196.9,197.3,192.15,193.12,"97,262,078"
06/07/2024,194.65,196.94,194.14,196.89,"53,103,910"
06/06/2024,195.69,196.5,194.17,194.48,"41,181,754"
06/05/2024,195.4,196.9,194.87,195.87,"54,156,793"
06/04/2024,194.64,195.32,193.03,194.35,"47,471,449"
06/03/2024,192.9,194.99,192.52,194.03,"50,080,539"
05/31/2024,191.44,192.57,189.91,192.25,"75,158,281"
05/30/2024,190.76,192.18,190.63,191.29,"49,947,941"
05/29/2024,189.61,192.25,189.51,190.29,"53,068,020"
05/28/2024,191.51,193.0,189.1,189.99,"52,280,047"
05/24/2024,188.82,190.58,188.04,189.98,"36,326,980"
05/23/2024,190.98,191.0,186.63,186.88,"51,005,922"
05/22/2024,192.27,192.82,190.27,190.9,"34,648,551"
05/21/2024,191.09,192.73,190.92,192.35,"42,309,398"
05/20/2024,189.33,191.92,189.01,191.04,"44,361,281"
05/17/2024,189.51,190.81,189.18,189.87,"41,282,930"
05/16/2024,190.47,191.1,189.66,189.84,"52,845,230"
05/15/2024,187.91,190.65,187.37,189.72,"70,399,992"
05/14/2024,187.51,188.3,186.29,187.43,"52,393,621"
05/13/2024,185.44,187.1,184.62,186.28,"72,044,805"
05/10/2024,184.9,185.09,182.13,183.05,"50,759,500"
05/09/2024,182.56,184.66,182.11,184.57,"48,982,969"
05/08/2024,182.85,183.07,181.45,182.74,"45,057,090"
05/07/2024,183.45,184.9,181.32,182.4,"77,305,766"
05/06/2024,182.35,184.2,180.42,181.71,"78,569,672"
05/03/2024,186.65,187.0,182.66,183.38,"163,224,094"
05/02/2024,172.51,173.42,170.89,173.03,"94,214,922"
05/01/2024,169.58,172.71,169.11,169.3,"50,383,152"
04/30/2024,173.33,174.99,170.0,170.33,"65,934,781"
04/29/2024,173.37,176.03,173.1,173.5,"68,169,422"
04/26/2024,169.88,171.34,169.18,169.3,"44,838,352"
04/25/2024,169.53,170.61,168.15,169.89,"50,558,328"
04/24/2024,166.54,169.3,166.21,169.02,"48,251,840"
04/23/2024,165.35,167.05,164.92,166.9,"49,537,762"
04/22/2024,165.52,167.26,164.77,165.84,"48,116,441"
04/19/2024,166.21,166.4,164.08,165.0,"68,149,375"
04/18/2024,168.03,168.64,166.55,167.04,"43,122,898"
04/17/2024,169.61,170.65,168.0,168.0,"50,901,207"
04/16/2024,171.75,173.76,168.27,169.38,"73,711,242"
04/15/2024,175.36,176.63,172.5,172.69,"73,531,766"
04/12/2024,174.26,178.36,174.21,176.55,"101,670,898"
04/11/2024,168.34,175.46,168.16,175.04,"91,070,281"
04/10/2024,168.8,169.09,167.11,167.78,"49,709,340"
04/09/2024,168.7,170.08,168.35,169.67,"42,451,207"
04/08/2024,169.03,169.2,168.24,168.45,"37,425,512"
04/05/2024,169.59,170.39,168.95,169.58,"42,104,832"
04/04/2024,170.29,171.92,168.82,168.82,"53,704,391"
04/03/2024,168.79,170.68,168.58,169.65,"47,691,719"
04/02/2024,169.08,169.34,168.23,168.84,"49,329,480"
04/01/2024,171.19,171.25,169.48,170.03,"46,240,500"
03/28/2024,171.75,172.23,170.51,171.48,"65,672,688"
03/27/2024,170.41,173.6,170.11,173.31,"60,273,273"
03/26/2024,170.0,171.42,169.58,169.71,"57,388,449"
03/25/2024,170.57,171.94,169.45,170.85,"54,288,328"
03/22/2024,171.76,173.05,170.06,172.28,"71,160,141"
03/21/2024,177.05,177.49,170.84,171.37,"106,181,297"
03/20/2024,175.72,178.67,175.09,178.67,"53,423,102"
03/19/2024,174.34,176.61,173.03,176.08,"55,215,238"
03/18/2024,175.57,177.71,173.52,173.72,"75,604,180"
03/15/2024,171.17,172.62,170.29,172.62,"121,752,703"
03/14/2024,172.91,174.31,172.05,173.0,"72,913,516"
03/13/2024,172.77,173.19,170.76,171.13,"52,488,688"
03/12/2024,173.15,174.03,171.01,173.23,"59,825,367"
03/11/2024,172.94,174.38,172.05,172.75,"60,139,473"
03/08/2024,169.0,173.7,168.94,170.73,"76,267,039"
03/07/2024,169.15,170.73,168.49,169.0,"71,765,055"
03/06/2024,171.06,171.24,168.68,169.12,"68,587,711"
03/05/2024,170.76,172.04,169.62,170.12,"95,132,359"
03/04/2024,176.15,176.9,173.79,175.1,"81,510,094"
03/01/2024,179.55,180.53,177.38,179.66,"73,563,078"
02/29/2024,181.27,182.57,179.53,180.75,"136,682,594"
02/28/2024,182.51,183.12,180.13,181.42,"48,953,941"
02/27/2024,181.1,183.92,179.56,182.63,"54,318,848"
02/26/2024,182.24,182.76,180.65,181.16,"40,867,422"
02/23/2024,185.01,185.04,182.23,182.52,"45,119,680"
02/22/2024,183.48,184.96,182.46,184.37,"52,292,207"
02/21/2024,181.94,182.89,180.66,182.32,"41,529,672"
02/20/2024,181.79,182.43,180.0,181.56,"53,665,551"
02/16/2024,183.42,184.85,181.67,182.31,"49,752,473"
02/15/2024,183.55,184.49,181.35,183.86,"65,434,500"
02/14/2024,185.32,185.53,182.44,184.15,"54,630,520"
02/13/2024,185.77,186.21,183.51,185.04,"56,529,527"
02/12/2024,188.42,188.67,186.79,187.15,"41,781,930"
02/09/2024,188.65,189.99,188.0,188.85,"45,155,219"
02/08/2024,189.39,189.54,187.35,188.32,"40,962,047"
02/07/2024,190.64,191.05,188.61,189.41,"53,438,961"
02/06/2024,186.86,189.31,186.77,189.3,"43,490,762"
02/05/2024,188.15,189.25,185.84,187.68,"69,668,812"
02/02/2024,179.86,187.33,179.25,185.85,"102,551,695"
02/01/2024,183.99,186.95,183.82,186.86,"64,885,406"
01/31/2024,187.04,187.1,184.35,184.4,"55,467,801"
01/30/2024,190.94,191.8,187.47,188.04,"55,859,367"
01/29/2024,192.01,192.2,189.58,191.73,"47,145,621"
01/26/2024,194.27,194.76,191.94,192.42,"44,594,008"
01/25/2024,195.22,196.27,193.11,194.17,"54,822,129"
01/24/2024,195.42,196.38,194.34,194.5,"53,631,320"
01/23/2024,195.02,195.75,193.83,195.18,"42,355,594"
01/22/2024,192.3,195.33,192.26,193.89,"60,133,848"
01/19/2024,189.33,191.95,188.82,191.56,"68,902,992"
01/18/2024,186.09,189.14,185.83,188.63,"78,005,750"
01/17/2024,181.27,182.93,180.3,182.68,"47,317,434"
01/16/2024,182.16,184.26,180.93,183.63,"65,603,039"
01/12/2024,186.06,186.74,185.19,185.92,"40,477,781"
01/11/2024,186.54,187.05,183.62,185.59,"49,128,406"
01/10/2024,184.35,186.4,183.92,186.19,"46,792,910"
01/09/2024,183.92,185.15,182.73,185.14,"42,841,809"
01/08/2024,182.09,185.6,181.5,185.56,"59,144,473"
01/05/2024,181.99,182.76,180.17,181.18,"62,379,660"
01/04/2024,182.15,183.09,180.88,181.91,"71,983,570"
01/03/2024,184.22,185.88,183.43,184.25,"58,414,461"
01/02/2024,187.15,188.44,183.89,185.64,"82,488,672"
11/28/2025,277.26,279.0,275.99,278.85,"20,135,619"
11/26/2025,276.96,279.53,276.63,277.55,"33,431,422"
11/25/2025,275.27,280.38,275.25,276.97,"46,914,219"
11/24/2025,270.9,277.0,270.9,275.92,"65,585,797"
11/21/2025,265.95,273.33,265.67,271.49,"59,030,832"
11/20/2025,270.83,275.43,265.92,266.25,"45,823,566"
11/19/2025,265.53,272.21,265.5,268.56,"40,424,488"
11/18/2025,269.99,270.71,265.32,267.44,"45,677,281"
11/17/2025,268.82,270.49,265.73,267.46,"45,018,262"
11/14/2025,271.05,275.96,269.6,272.41,"47,431,328"
11/13/2025,274.11,276.7,272.09,272.95,"49,602,793"
11/12/2025,275.0,275.73,271.7,273.47,"48,397,980"
11/11/2025,269.81,275.91,269.8,275.25,"46,208,320"
11/10/2025,268.96,273.73,267.46,269.43,"41,312,406"
11/07/2025,269.8,272.29,266.77,268.47,"48,227,367"
11/06/2025,267.89,273.4,267.89,269.77,"51,204,047"
11/05/2025,268.61,271.7,266.93,270.14,"43,683,070"
11/04/2025,268.33,271.49,267.62,270.04,"49,274,848"
11/03/2025,270.42,270.85,266.25,269.05,"50,194,578"
10/31/2025,276.99,277.32,269.16,270.37,"86,167,117"
10/30/2025,271.99,274.14,268.48,271.4,"69,886,531"
10/29/2025,269.28,271.41,267.11,269.7,"51,086,738"
10/28/2025,268.99,269.89,268.15,269.0,"41,534,762"
10/27/2025,264.88,269.12,264.65,268.81,"44,888,152"
10/24/2025,261.19,264.13,259.18,262.82,"38,253,719"
10/23/2025,259.94,260.62,258.01,259.58,"32,754,939"
10/22/2025,262.65,262.85,255.43,258.45,"45,015,246"
10/21/2025,261.88,265.29,261.83,262.77,"46,695,953"
10/20/2025,255.89,264.38,255.63,262.24,"90,483,031"
10/17/2025,248.02,253.38,247.27,252.29,"49,146,961"
10/16/2025,248.25,249.04,245.13,247.45,"39,776,969"
10/15/2025,249.49,251.82,247.47,249.34,"33,893,609"
10/14/2025,246.6,248.85,244.7,247.77,"35,477,992"
10/13/2025,249.38,249.69,245.56,247.66,"38,142,941"
10/10/2025,254.94,256.38,244.0,245.27,"61,999,102"
10/09/2025,257.81,258.0,253.14,254.04,"38,322,008"
10/08/2025,256.52,258.52,256.11,258.06,"36,496,898"
10/07/2025,256.81,257.4,255.43,256.48,"31,955,779"
10/06/2025,257.99,259.07,255.05,256.69,"44,664,121"
10/03/2025,254.67,259.24,253.95,258.02,"49,155,609"
10/02/2025,256.58,258.18,254.15,257.13,"42,630,238"
10/01/2025,255.04,258.79,254.93,255.45,"48,713,941"
09/30/2025,254.86,255.92,253.11,254.63,"37,704,262"
09/29/2025,254.56,255.0,253.01,254.43,"40,127,688"
09/26/2025,254.1,257.6,253.78,255.46,"46,076,262"
09/25/2025,253.21,257.17,251.71,256.87,"55,202,078"
09/24/2025,255.22,255.74,251.04,252.31,"42,303,711"
09/23/2025,255.88,257.34,253.58,254.43,"60,275,191"
09/22/2025,248.3,256.64,248.12,256.08,"105,517,398"
09/19/2025,241.23,246.3,240.21,245.5,"163,741,297"
09/18/2025,239.97,241.2,236.65,237.88,"44,249,578"
09/17/2025,238.97,240.1,237.73,238.99,"46,508,020"
09/16/2025,237.18,241.22,236.32,238.15,"63,421,102"
09/15/2025,237.0,238.19,235.03,236.7,"42,699,520"
09/12/2025,229.22,234.51,229.02,234.07,"55,824,219"
09/11/2025,226.88,230.45,226.65,230.03,"50,208,578"
09/10/2025,232.19,232.42,225.95,226.79,"83,440,805"
09/09/2025,237.0,238.78,233.36,234.35,"66,313,922"
09/08/2025,239.3,240.15,236.34,237.88,"48,999,500"
09/05/2025,240.0,241.32,238.49,239.69,"54,870,398"
09/04/2025,238.45,239.9,236.74,239.78,"47,549,434"
09/03/2025,237.21,238.85,234.36,238.47,"66,427,844"
09/02/2025,229.25,230.85,226.97,229.72,"44,075,641"
08/29/2025,232.51,233.38,231.37,232.14,"39,418,441"
08/28/2025,230.82,233.41,229.34,232.56,"38,074,699"
08/27/2025,228.61,230.9,228.26,230.49,"31,259,510"
08/26/2025,226.87,229.49,224.69,229.31,"54,575,113"
08/25/2025,226.48,229.3,226.23,227.16,"30,983,131"
08/22/2025,226.17,229.09,225.41,227.76,"42,477,809"
08/21/2025,226.27,226.52,223.78,224.9,"30,621,250"
08/20/2025,229.98,230.47,225.77,226.01,"42,263,871"
08/19/2025,231.28,232.87,229.35,230.56,"39,402,559"
08/18/2025,231.7,233.12,230.11,230.89,"37,476,191"
08/15/2025,234.0,234.28,229.34,231.59,"56,038,660"
08/14/2025,234.06,235.12,230.85,232.78,"51,916,281"
08/13/2025,231.07,235.0,230.43,233.33,"69,878,555"
08/12/2025,228.01,230.8,227.07,229.65,"55,672,301"
08/11/2025,227.92,229.56,224.76,227.18,"61,806,129"
08/08/2025,220.83,231.0,219.25,229.35,"113,854,000"
08/07/2025,218.88,220.85,216.58,220.03,"90,224,828"
08/06/2025,205.63,215.38,205.59,213.25,"108,483,102"
08/05/2025,203.4,205.34,202.16,202.92,"44,155,078"
08/04/2025,204.51,207.88,201.68,203.35,"75,109,297"
08/01/2025,210.87,213.58,201.5,202.38,"104,434,492"
07/31/2025,208.49,209.84,207.16,207.57,"80,698,430"
07/30/2025,211.9,212.39,207.72,209.05,"45,512,512"
07/29/2025,214.18,214.81,210.82,211.27,"51,411,719"
07/28/2025,214.03,214.85,213.06,214.05,"37,858,020"
07/25/2025,214.7,215.24,213.4,213.88,"40,268,781"
07/24/2025,213.9,215.69,213.53,213.76,"46,022,621"
07/23/2025,215.0,215.15,212.41,214.15,"46,989,301"
07/22/2025,213.14,214.95,212.23,214.4,"46,404,070"
07/21/2025,212.1,215.78,211.63,212.48,"51,377,434"
07/18/2025,210.87,211.79,209.7,211.18,"48,974,594"
07/17/2025,210.57,211.8,209.59,210.02,"48,068,141"
07/16/2025,210.3,212.4,208.64,210.16,"47,490,527"
07/15/2025,209.22,211.89,208.92,209.11,"42,296,340"
07/14/2025,209.93,210.91,207.54,208.62,"38,840,113"
07/11/2025,210.57,212.13,209.86,211.16,"39,765,809"
07/10/2025,210.51,213.48,210.03,212.41,"44,443,641"
07/09/2025,209.53,211.33,207.22,211.14,"48,749,367"
07/08/2025,210.1,211.43,208.45,210.01,"42,848,930"
07/07/2025,212.68,216.23,208.8,209.95,"50,228,980"
07/03/2025,212.15,214.65,211.81,213.55,"34,955,840"
07/02/2025,208.91,213.34,208.14,212.44,"67,941,805"
07/01/2025,206.67,210.19,206.14,207.82,"78,788,875"
06/30/2025,202.01,207.39,199.26,205.17,"91,912,812"
06/27/2025,201.89,203.22,200.0,201.08,"73,188,570"
06/26/2025,201.43,202.64,199.46,201.0,"50,799,121"
06/25/2025,201.45,203.67,200.62,201.56,"39,525,727"
06/24/2025,202.59,203.44,200.2,200.3,"54,064,031"
06/23/2025,201.63,202.3,198.96,201.5,"55,814,273"
06/20/2025,198.24,201.7,196.86,201.0,"96,813,539"
06/18/2025,195.94,197.57,195.07,196.58,"45,394,688"
06/17/2025,197.2,198.39,195.21,195.64,"38,856,152"
06/16/2025,197.3,198.69,196.56,198.42,"43,020,688"
06/13/2025,199.73,200.37,195.7,196.45,"51,447,352"
06/12/2025,199.08,199.68,197.36,199.2,"43,904,641"
06/11/2025,203.5,204.5,198.41,198.78,"60,989,859"
06/10/2025,200.6,204.35,200.57,202.67,"54,672,609"
06/09/2025,204.39,206.0,200.02,201.45,"72,862,562"
06/06/2025,203.0,205.7,202.05,203.92,"46,607,688"
06/05/2025,203.5,204.75,200.15,200.63,"55,221,238"
06/04/2025,202.91,206.24,202.1,202.82,"43,603,992"
06/03/2025,201.35,203.77,200.96,203.27,"46,381,566"
06/02/2025,200.28,202.13,200.12,201.7,"35,423,289"
05/30/2025,199.37,201.96,196.78,200.85,"70,819,938"
05/29/2025,203.58,203.81,198.51,199.95,"51,477,941"
05/28/2025,200.59,202.73,199.9,200.42,"45,339,680"
05/27/2025,198.3,200.74,197.43,200.21,"56,288,480"
05/23/2025,193.67,197.7,193.46,195.27,"78,432,922"
05/22/2025,200.71,202.75,199.7,201.36,"46,742,406"
05/21/2025,205.17,207.04,200.71,202.09,"59,211,770"
05/20/2025,207.67,208.47,205.03,206.86,"42,496,641"
05/19/2025,207.91,209.48,204.26,208.78,"46,140,527"
05/16/2025,212.36,212.57,209.77,211.26,"54,737,848"
05/15/2025,210.95,212.96,209.54,211.45,"45,029,473"
05/14/2025,212.43,213.94,210.58,212.33,"49,325,832"
05/13/2025,210.43,213.4,209.0,212.93,"51,909,328"
05/12/2025,210.97,211.27,206.75,210.79,"63,775,809"
05/09/2025,199.0,200.54,197.54,198.53,"36,453,922"
05/08/2025,197.72,200.05,194.68,197.49,"50,478,871"
05/07/2025,199.17,199.44,193.25,196.25,"68,616,945"
05/06/2025,198.21,200.65,197.02,198.51,"51,216,480"
05/05/2025,203.1,204.1,198.21,198.89,"69,018,445"
05/02/2025,206.09,206.99,202.16,205.35,"101,010,602"
05/01/2025,209.08,214.56,208.9,213.32,"57,365,680"
04/30/2025,209.3,213.58,206.67,212.5,"52,286,449"
